complete,days,excess_median,filled,filled_within,mae_median,method,mfe_median,missed_no_fill,missed_prior_high,paired_excess,paired_excess_ci95,paired_mae,paired_mae_ci95,paired_mfe,paired_mfe_ci95,paired_n,paired_return,paired_return_ci95,paired_symbols,period,return_mean,return_median,sample_warning,setups,statuses,target_available,timeframe,wait_mean,wait_median,waiting_end_return_median,waiting_mfe_median,win_rate
10,10,0.0025944324622964032,10,"{""20"": 7, ""30"": 8, ""60"": 10}",-0.03067005993078492,momentum,0.02074965009469598,36,38,0.0056147043721183065,,0.005789998711324573,,0.0,,10,0.002587723052473123,,10,2015-2019,0.01368083043196644,-0.0035890872447243427,True,90,"{""invalidated"": 49, ""waiting_censored"": 31, ""filled"": 10}",60,daily,15.3,8.0,0.03112319451700929,0.09347136138405976,0.5
21,10,-0.006199873862917649,21,"{""20"": 17, ""30"": 18, ""60"": 21}",-0.05151077386777125,momentum,0.03480176211453734,73,76,0.0,,0.0,,0.0,,21,0.0,,21,2020-2025,0.0008797955524680297,-0.036311983638583345,True,192,"{""waiting_censored"": 101, ""invalidated"": 70, ""filled"": 21}",118,daily,11.476190476190476,2,0.07328052795048035,0.15634531354664916,0.42857142857142855
64,20,0.016533612138459053,64,"{""20"": 48, ""30"": 53, ""60"": 64}",-0.052328760977202016,momentum,0.06525349385017143,255,267,0.0,"[-0.007164869392375872, 0.0]",0.0,"[-0.0039417792957389675, 0.0]",0.0,"[-0.003995633186937075, 0.0]",64,-0.0025944765840621997,"[-0.01775977677425522, 0.0]",64,all,0.01604983182827065,0.02413683384739984,False,641,"{""waiting_censored"": 299, ""invalidated"": 278, ""filled"": 64}",402,daily,13.5625,3.5,0.04184374273941405,0.12208026960760776,0.625
21,20,0.057440925552213695,21,"{""20"": 15, ""30"": 18, ""60"": 21}",-0.05763633148024927,momentum,0.09965379002194785,115,118,0.0,,0.0,,0.0,,21,-0.0012396953336606398,,21,2005-2009,0.044495582712776004,0.05179312626313526,True,281,"{""waiting_censored"": 134, ""invalidated"": 126, ""filled"": 21}",167,daily,13.047619047619047,4,0.040336092360970355,0.11735037108780477,0.7619047619047619
12,20,0.016533612138459053,12,"{""20"": 9, ""30"": 9, ""60"": 12}",-0.052328760977202016,momentum,0.06690056227823382,31,35,0.0,,-0.0012617086774613373,,0.0,,12,-0.004713618780851858,,12,2010-2014,0.006904605161660933,0.009764658991978425,True,78,"{""waiting_censored"": 33, ""invalidated"": 33, ""filled"": 12}",57,daily,16.666666666666668,3.0,0.027731743959393262,0.11199801615940175,0.5833333333333334
10,20,-0.008775804904723239,10,"{""20"": 7, ""30"": 8, ""60"": 10}",-0.04006889037508082,momentum,0.040853236506173896,36,38,-0.007659944840228694,,0.004404646717217464,,-0.006793170187719189,,10,-0.01708999166298797,,10,2015-2019,-0.0037663393615069317,0.007843623265332889,True,90,"{""invalidated"": 49, ""waiting_censored"": 31, ""filled"": 10}",60,daily,15.3,8.0,0.03112319451700929,0.09347136138405976,0.5
21,20,0.0005832619301602282,21,"{""20"": 17, ""30"": 18, ""60"": 21}",-0.07681340142353776,momentum,0.05865238931009231,73,76,-0.002858075907969937,,0.0,,0.0,,21,0.0,,21,2020-2025,0.0022661967483887458,0.016812149042205737,True,192,"{""waiting_censored"": 101, ""invalidated"": 70, ""filled"": 21}",118,daily,11.476190476190476,2,0.07328052795048035,0.15634531354664916,0.5714285714285714
64,30,0.025306833054174915,64,"{""20"": 48, ""30"": 53, ""60"": 64}",-0.07512154735581217,momentum,0.09659672692412569,255,267,0.0,"[-0.0016568172178881846, 0.0]",0.0,"[-0.003146075410631166, 0.0]",0.0,"[-0.006376296556194205, 0.0]",64,0.0,"[-0.01364552567264199, 0.0]",64,all,0.021748736184832557,0.030207032423902436,False,641,"{""waiting_censored"": 299, ""invalidated"": 278, ""filled"": 64}",402,daily,13.5625,3.5,0.04184374273941405,0.12208026960760776,0.59375
21,30,0.050583847686291095,21,"{""20"": 15, ""30"": 18, ""60"": 21}",-0.06111803371285085,momentum,0.12542243111259088,115,118,0.0,,0.0,,0.0,,21,0.0,,21,2005-2009,0.06290558315024454,0.04659983782803412,True,281,"{""waiting_censored"": 134, ""invalidated"": 126, ""filled"": 21}",167,daily,13.047619047619047,4,0.040336092360970355,0.11735037108780477,0.8095238095238095
12,30,0.04441770398907485,12,"{""20"": 9, ""30"": 9, ""60"": 12}",-0.08392223848937314,momentum,0.07500611826197556,31,35,0.0017687147076311804,,-0.0015016341635097907,,0.0,,12,0.0,,12,2010-2014,-0.004773153414744232,-0.03162061523619286,True,78,"{""waiting_censored"": 33, ""invalidated"": 33, ""filled"": 12}",57,daily,16.666666666666668,3.0,0.027731743959393262,0.11199801615940175,0.4166666666666667
10,30,0.0067717627974506756,10,"{""20"": 7, ""30"": 8, ""60"": 10}",-0.0405658674797173,momentum,0.05917415729195197,36,38,0.0,,0.004404646717217464,,-0.004377953999449069,,10,0.0,,10,2015-2019,0.008433771275431112,0.03150903527296944,True,90,"{""invalidated"": 49, ""waiting_censored"": 31, ""filled"": 10}",60,daily,15.3,8.0,0.03112319451700929,0.09347136138405976,0.6
21,30,-0.0303058005008483,21,"{""20"": 17, ""30"": 18, ""60"": 21}",-0.09117520337476492,momentum,0.09568730109510626,73,76,-0.0030877551754772137,,0.0,,0.0,,21,-0.0033464577087293224,,21,2020-2025,0.002087714185560382,-0.038408889438344196,True,192,"{""waiting_censored"": 101, ""invalidated"": 70, ""filled"": 21}",118,daily,11.476190476190476,2,0.07328052795048035,0.15634531354664916,0.47619047619047616
236,5,0.0024476679562246417,236,"{""20"": 236, ""30"": 236, ""60"": 236}",-0.030207092015192283,direct,0.034463929750216504,0,1,0.0,,0.0,,0.0,,236,0.0,,216,all,0.0019500317728297926,0.004939566854201161,False,236,"{""filled"": 236}",205,weekly_completed,1,1.0,0.0,0.0,0.5508474576271186
89,5,0.002833002562598219,89,"{""20"": 89, ""30"": 89, ""60"": 89}",-0.02904040404040409,direct,0.0343390330513611,0,1,0.0,,0.0,,0.0,,89,0.0,,84,2005-2009,-0.0022658446015546814,0.006058784233543557,False,89,"{""filled"": 89}",79,weekly_completed,1,1,0.0,0,0.5842696629213483
34,5,-0.009775285517115928,34,"{""20"": 34, ""30"": 34, ""60"": 34}",-0.02830709289393729,direct,0.04490851020484243,0,0,0.0,,0.0,,0.0,,34,0.0,,34,2010-2014,-0.004751614228046584,0.003760559161089694,False,34,"{""filled"": 34}",30,weekly_completed,1,1.0,0.0,0.0,0.5
28,5,0.0014241878448993939,28,"{""20"": 28, ""30"": 28, ""60"": 28}",-0.021228677120170125,direct,0.0353501146180667,0,0,0.0,,0.0,,0.0,,28,0.0,,28,2015-2019,0.012658078965283545,0.013267966589560198,True,28,"{""filled"": 28}",23,weekly_completed,1,1.0,0.0,0.0,0.6428571428571429
85,5,0.0029314498120136534,85,"{""20"": 85, ""30"": 85, ""60"": 85}",-0.03813698630136986,direct,0.029126213592232997,0,0,0.0,,0.0,,0.0,,85,0.0,,77,2020-2025,0.005517604007668733,2.313755533833728e-06,False,85,"{""filled"": 85}",73,weekly_completed,1,1,0.0,0,0.5058823529411764
236,10,0.0033941795686337484,236,"{""20"": 236, ""30"": 236, ""60"": 236}",-0.04128886019193023,direct,0.048575850409515176,0,1,0.0,,0.0,,0.0,,236,0.0,,216,all,0.004728939091304343,0.0077476315701906495,False,236,"{""filled"": 236}",205,weekly_completed,1,1.0,0.0,0.0,0.5254237288135594
89,10,-0.0028419148241460856,89,"{""20"": 89, ""30"": 89, ""60"": 89}",-0.03746475694937823,direct,0.05048391039407463,0,1,0.0,,0.0,,0.0,,89,0.0,,84,2005-2009,-0.002284068728659752,0.00946343513060266,False,89,"{""filled"": 89}",79,weekly_completed,1,1,0.0,0,0.5280898876404494
34,10,0.005509563441501997,34,"{""20"": 34, ""30"": 34, ""60"": 34}",-0.04149962303981025,direct,0.04903671416423161,0,0,0.0,,0.0,,0.0,,34,0.0,,34,2010-2014,0.015659329179336955,0.008525564263892504,False,34,"{""filled"": 34}",30,weekly_completed,1,1.0,0.0,0.0,0.5294117647058824
28,10,0.011415520803473744,28,"{""20"": 28, ""30"": 28, ""60"": 28}",-0.032255145669943974,direct,0.04555237043050675,0,0,0.0,,0.0,,0.0,,28,0.0,,28,2015-2019,0.020321332606225494,0.025025177964273615,True,28,"{""filled"": 28}",23,weekly_completed,1,1.0,0.0,0.0,0.6071428571428571
85,10,0.0063148217021034014,85,"{""20"": 85, ""30"": 85, ""60"": 85}",-0.056981719175418055,direct,0.0471553049718092,0,0,0.0,,0.0,,0.0,,85,0.0,,77,2020-2025,0.0025634969097267377,-0.0005401104593494299,False,85,"{""filled"": 85}",73,weekly_completed,1,1,0.0,0,0.49411764705882355
236,20,0.0038529038178111708,236,"{""20"": 236, ""30"": 236, ""60"": 236}",-0.054241473817145947,direct,0.07445266465496492,0,1,0.0,,0.0,,0.0,,236,0.0,,216,all,0.009818699695569838,0.013212547808175379,False,236,"{""filled"": 236}",205,weekly_completed,1,1.0,0.0,0.0,0.5550847457627118
89,20,0.0003112201296615602,89,"{""20"": 89, ""30"": 89, ""60"": 89}",-0.047249058341833794,direct,0.07543889755788635,0,1,0.0,,0.0,,0.0,,89,0.0,,84,2005-2009,-0.0070156775696696245,0.015834392119280283,False,89,"{""filled"": 89}",79,weekly_completed,1,1,0.0,0,0.5730337078651685
34,20,0.014217356528277159,34,"{""20"": 34, ""30"": 34, ""60"": 34}",-0.043125667504001264,direct,0.07181720456156615,0,0,0.0,,0.0,,0.0,,34,0.0,,34,2010-2014,0.014709218919362962,0.029683606706597643,False,34,"{""filled"": 34}",30,weekly_completed,1,1.0,0.0,0.0,0.5588235294117647
28,20,0.018318838434245865,28,"{""20"": 28, ""30"": 28, ""60"": 28}",-0.032609167519905224,direct,0.06791139520582157,0,0,0.0,,0.0,,0.0,,28,0.0,,28,2015-2019,0.06942677932218229,0.020692893202418294,True,28,"{""filled"": 28}",23,weekly_completed,1,1.0,0.0,0.0,0.6785714285714286
85,20,0.001320345631490527,85,"{""20"": 85, ""30"": 85, ""60"": 85}",-0.07342023483160187,direct,0.07449856733524363,0,0,0.0,,0.0,,0.0,,85,0.0,,77,2020-2025,0.005853472559713337,-0.0006445164980506402,False,85,"{""filled"": 85}",73,weekly_completed,1,1,0.0,0,0.49411764705882355
236,30,0.006496623125130996,236,"{""20"": 236, ""30"": 236, ""60"": 236}",-0.0706647930831657,direct,0.09240506768733847,0,1,0.0,,0.0,,0.0,,236,0.0,,216,all,0.005229033215599923,0.010668165450379519,False,236,"{""filled"": 236}",205,weekly_completed,1,1.0,0.0,0.0,0.5254237288135594
89,30,-0.008743325561366255,89,"{""20"": 89, ""30"": 89, ""60"": 89}",-0.06882741712407103,direct,0.08879184861717615,0,1,0.0,,0.0,,0.0,,89,0.0,,84,2005-2009,-0.026498027275599197,-0.011072683168147024,False,89,"{""filled"": 89}",79,weekly_completed,1,1,0.0,0,0.449438202247191
34,30,-0.0019773173186128368,34,"{""20"": 34, ""30"": 34, ""60"": 34}",-0.04925859127746596,direct,0.1147764290152723,0,0,0.0,,0.0,,0.0,,34,0.0,,34,2010-2014,0.025885441571476174,0.033009610211332197,False,34,"{""filled"": 34}",30,weekly_completed,1,1.0,0.0,0.0,0.6176470588235294
28,30,0.030759934368092212,28,"{""20"": 28, ""30"": 28, ""60"": 28}",-0.05158075271246415,direct,0.0978605431652616,0,0,0.0,,0.0,,0.0,,28,0.0,,28,2015-2019,0.08652516877884713,0.03822975751451496,True,28,"{""filled"": 28}",23,weekly_completed,1,1.0,0.0,0.0,0.6785714285714286
85,30,0.007167842993647255,85,"{""20"": 85, ""30"": 85, ""60"": 85}",-0.09294189230301175,direct,0.093209481101858,0,0,0.0,,0.0,,0.0,,85,0.0,,77,2020-2025,0.003406665025552951,0.010323811103279512,False,85,"{""filled"": 85}",73,weekly_completed,1,1,0.0,0,0.5176470588235295
128,5,0.0003257913752954811,128,"{""20"": 37, ""30"": 48, ""60"": 88}",-0.03139288477932278,breakout,0.034708085620624995,33,47,0.001763684083712247,"[-0.0018765795809259078, 0.00989374268846488]",0.0009271529962230352,"[-0.005068967300776939, 0.004316884398307075]",-0.0007906015630195773,"[-0.010115606936416333, 0.006068117255670913]",128,-0.008573201531225816,"[-0.016517058500638226, 0.008788831423452548]",123,all,-0.0006089516417469958,0.005793630901574032,False,236,"{""filled"": 128, ""invalidated"": 31, ""waiting_censored"": 76, ""gap_invalidated"": 1}",205,weekly_completed,43.4375,41.5,0.024021674402243787,0.10082357942573861,0.53125
49,5,-5.4864279821487116e-05,49,"{""20"": 18, ""30"": 24, ""60"": 36}",-0.03185661299507869,breakout,0.03136714761034587,10,13,0.0,,-0.0016010966392393522,,-0.0013735962084766573,,49,-0.009102123498734294,,48,2005-2009,-0.005808266227868845,-0.003675851938235719,False,89,"{""invalidated"": 18, ""waiting_censored"": 21, ""filled"": 49, ""gap_invalidated"": 1}",79,weekly_completed,38.734693877551024,33,0.018353630347612393,0.09144155457296343,0.42857142857142855
16,5,0.005609505870026177,16,"{""20"": 3, ""30"": 4, ""60"": 12}",-0.030583829613005875,breakout,0.03292489369387408,6,9,0.0015199801203722996,,0.007418499448903659,,-0.0028218011145055844,,16,-0.012145345116454431,,16,2010-2014,0.017371737494996868,0.00885005741372813,True,34,"{""filled"": 16, ""waiting_censored"": 15, ""invalidated"": 3}",30,weekly_completed,47.0625,46.0,0.05932696826157147,0.15933883861025677,0.5625
14,5,0.011725151182713556,14,"{""20"": 5, ""30"": 5, ""60"": 11}",-0.025011863435547788,breakout,0.036257594030729146,5,6,0.01519166570986591,,0.0030349366083169405,,0.0033973328692271654,,14,0.0082488559681404,,14,2015-2019,0.020180639276317573,0.019183649079754117,True,28,"{""waiting_censored"": 12, ""invalidated"": 2, ""filled"": 14}",23,weekly_completed,36.92857142857143,36.5,0.05077102491143237,0.09216193284935725,0.8571428571428571
49,5,-0.0047997477862702365,49,"{""20"": 11, ""30"": 15, ""60"": 29}",-0.03670628503002382,breakout,0.035843920145190555,12,19,0.00681513856314564,,0.002162287690054998,,0.0,,49,0.0,,47,2020-2025,-0.007220765607478326,0.007362504459336394,False,85,"{""filled"": 49, ""waiting_censored"": 28, ""invalidated"": 8}",73,weekly_completed,48.816326530612244,56,0.0024699923509203803,0.1067307692307693,0.5306122448979592
128,10,-0.004386780239891197,128,"{""20"": 37, ""30"": 48, ""60"": 88}",-0.0467296880591489,breakout,0.050343029057201116,33,47,-0.0005955519726396075,"[-0.02079698306154648, 0.00682073905830316]",-0.0015054776313617735,"[-0.011683604523771596, 0.005611466562243983]",-0.002437506216714236,"[-0.016856906661389504, 0.002381731844535828]",128,-0.006235894061399239,"[-0.02921180683267055, 0.009749028826500084]",123,all,0.00044184342388686824,-0.0001718570066781,False,236,"{""filled"": 128, ""invalidated"": 31, ""waiting_censored"": 76, ""gap_invalidated"": 1}",205,weekly_completed,43.4375,41.5,0.024021674402243787,0.10082357942573861,0.4921875
49,10,-0.009831913803491243,49,"{""20"": 18, ""30"": 24, ""60"": 36}",-0.047146221639609354,breakout,0.05065485362095523,10,13,0.0,,-0.006708304418228117,,-0.0020194294070234875,,49,-0.0052318081082625145,,48,2005-2009,-0.007280235254414655,-0.0012632713675334584,False,89,"{""invalidated"": 18, ""waiting_censored"": 21, ""filled"": 49, ""gap_invalidated"": 1}",79,weekly_completed,38.734693877551024,33,0.018353630347612393,0.09144155457296343,0.46938775510204084
16,10,0.007363969337074228,16,"{""20"": 3, ""30"": 4, ""60"": 12}",-0.03642998781727114,breakout,0.04374464632169073,6,9,-0.016545097659192043,,0.0016791737663426898,,-0.022397395401690057,,16,-0.01882491190462099,,16,2010-2014,0.03173488350066617,0.0052950962772035925,True,34,"{""filled"": 16, ""waiting_censored"": 15, ""invalidated"": 3}",30,weekly_completed,47.0625,46.0,0.05932696826157147,0.15933883861025677,0.5
14,10,0.007893783077565553,14,"{""20"": 5, ""30"": 5, ""60"": 11}",-0.0314881959048246,breakout,0.0471478683248161,5,6,0.002820047337437903,,-0.0021660126807772073,,-0.015708761165038276,,14,-0.022779928135887917,,14,2015-2019,0.016021621851583148,-0.00020837775419801918,True,28,"{""waiting_censored"": 12, ""invalidated"": 2, ""filled"": 14}",23,weekly_completed,36.92857142857143,36.5,0.05077102491143237,0.09216193284935725,0.5
49,10,-0.006693475903198687,49,"{""20"": 11, ""30"": 15, ""60"": 29}",-0.06287056417470727,breakout,0.06432390514672859,12,19,-0.0016425401796251737,,0.002162287690054998,,-0.0010027592288988085,,49,-0.007168540552376701,,47,2020-2025,-0.006505578698142562,0.0007370857592285951,False,85,"{""filled"": 49, ""waiting_censored"": 28, ""invalidated"": 8}",73,weekly_completed,48.816326530612244,56,0.0024699923509203803,0.1067307692307693,0.5102040816326531
128,20,0.007375066612848924,128,"{""20"": 37, ""30"": 48, ""60"": 88}",-0.07062472020919286,breakout,0.07448291111034289,33,47,0.009001620365288066,"[-0.004069679572778817, 0.01941637129469065]",-0.002409811099501613,"[-0.018880963792482497, 0.0047268200682988315]",-0.005482339617229437,"[-0.019679061548102172, 0.0061651665853630355]",128,0.0004917950393324988,"[-0.025800094489571546, 0.029269609633949534]",123,all,0.016641641430308014,0.01791843365390844,False,236,"{""filled"": 128, ""invalidated"": 31, ""waiting_censored"": 76, ""gap_invalidated"": 1}",205,weekly_completed,43.4375,41.5,0.024021674402243787,0.10082357942573861,0.5859375
49,20,0.0019468675748794961,49,"{""20"": 18, ""30"": 24, ""60"": 36}",-0.0886425433642486,breakout,0.06255283178360105,10,13,-0.001024809314126629,,-0.018896906735111352,,-0.017755206360394515,,49,-0.025800094489571546,,48,2005-2009,-0.028406405610093596,-0.024078707370312258,False,89,"{""invalidated"": 18, ""waiting_censored"": 21, ""filled"": 49, ""gap_invalidated"": 1}",79,weekly_completed,38.734693877551024,33,0.018353630347612393,0.09144155457296343,0.42857142857142855
16,20,0.007875712392315937,16,"{""20"": 3, ""30"": 4, ""60"": 12}",-0.04322362930687951,breakout,0.05931794725414152,6,9,0.013461295420367225,,0.004628821871588529,,-0.03595577270783079,,16,0.02073996045942844,,16,2010-2014,0.0400648254320804,0.027732883749363224,True,34,"{""filled"": 16, ""waiting_censored"": 15, ""invalidated"": 3}",30,weekly_completed,47.0625,46.0,0.05932696826157147,0.15933883861025677,0.6875
14,20,0.03881474193142753,14,"{""20"": 5, ""30"": 5, ""60"": 11}",-0.04766666666666658,breakout,0.06975102753955043,5,6,0.0103806697172949,,-0.01333370630880365,,-0.012268123210228854,,14,0.014580332703299503,,14,2015-2019,0.05253638573433538,0.049916548110356174,True,28,"{""waiting_censored"": 12, ""invalidated"": 2, ""filled"": 14}",23,weekly_completed,36.92857142857143,36.5,0.05077102491143237,0.09216193284935725,0.7142857142857143
49,20,0.0006567998311872714,49,"{""20"": 11, ""30"": 15, ""60"": 29}",-0.07033527696792996,breakout,0.09684535627619661,12,19,0.03777446709348342,,0.003064160292910678,,0.009548572177236148,,49,0.04549718678914627,,47,2020-2025,0.043785660628163886,0.03460206201427307,False,85,"{""filled"": 49, ""waiting_censored"": 28, ""invalidated"": 8}",73,weekly_completed,48.816326530612244,56,0.0024699923509203803,0.1067307692307693,0.673469387755102
128,30,0.0041050231166280815,128,"{""20"": 37, ""30"": 48, ""60"": 88}",-0.08833579937325492,breakout,0.08538457991330806,33,47,0.001968771558698401,"[-0.014790840361231461, 0.03293776841499352]",-0.006775812530975922,"[-0.027399932710107988, 0.0033201491094658753]",-0.00217753644722829,"[-0.017798140969723653, 0.006916217029861116]",128,-0.0069688702185112805,"[-0.037405746785139304, 0.017190370510463904]",123,all,0.004520575107108971,0.02039462398510028,False,236,"{""filled"": 128, ""invalidated"": 31, ""waiting_censored"": 76, ""gap_invalidated"": 1}",205,weekly_completed,43.4375,41.5,0.024021674402243787,0.10082357942573861,0.5390625
49,30,-0.008545475392448099,49,"{""20"": 18, ""30"": 24, ""60"": 36}",-0.09508444478679368,breakout,0.07190359116485956,10,13,-0.0108646008845521,,-0.027399932710107988,,-0.018438377163713993,,49,-0.024696241210754533,,48,2005-2009,-0.04020614622233918,-0.020818863112231467,False,89,"{""invalidated"": 18, ""waiting_censored"": 21, ""filled"": 49, ""gap_invalidated"": 1}",79,weekly_completed,38.734693877551024,33,0.018353630347612393,0.09144155457296343,0.42857142857142855
16,30,0.018929013766383562,16,"{""20"": 3, ""30"": 4, ""60"": 12}",-0.055746668955692635,breakout,0.07390818838823143,6,9,0.020436566127180422,,0.00734934236868201,,-0.03417131491298275,,16,-0.019532925469753826,,16,2010-2014,0.02810037947610012,0.03454268315384823,True,34,"{""filled"": 16, ""waiting_censored"": 15, ""invalidated"": 3}",30,weekly_completed,47.0625,46.0,0.05932696826157147,0.15933883861025677,0.6875
14,30,0.0203326101569703,14,"{""20"": 5, ""30"": 5, ""60"": 11}",-0.06501941556342494,breakout,0.10055502943483718,5,6,0.016939372856344392,,-0.005109836062740791,,-0.006280197924936615,,14,-0.001141401390011454,,14,2015-2019,0.04109147995940865,0.05591944887572309,True,28,"{""waiting_censored"": 12, ""invalidated"": 2, ""filled"": 14}",23,weekly_completed,36.92857142857143,36.5,0.05077102491143237,0.09216193284935725,0.6428571428571429
49,30,0.004647869283034511,49,"{""20"": 11, ""30"": 15, ""60"": 29}",-0.09467994655654077,breakout,0.11999776094803649,12,19,0.034731931178269226,,0.003064160292910678,,0.039855531732573946,,49,0.048249252543024035,,47,2020-2025,0.031098938521535613,0.02249858389886472,False,85,"{""filled"": 49, ""waiting_censored"": 28, ""invalidated"": 8}",73,weekly_completed,48.816326530612244,56,0.0024699923509203803,0.1067307692307693,0.5714285714285714
209,5,-0.002893591354968028,209,"{""20"": 102, ""30"": 138, ""60"": 189}",-0.03210226196396759,support,0.02941176470588225,6,32,-0.008172870749930339,"[-0.015182891450741809, 0.00039631262810729817]",0.0010324652104113374,"[-0.008219623748616733, 0.00407340592411104]",-0.002314545238189636,"[-0.00966991801676964, 0.003712261117285953]",209,-0.0052578034231430815,"[-0.014832155309621009, 0.007394447607087906]",194,all,0.0022219926088545387,-0.0014433384515577519,False,236,"{""filled"": 209, ""waiting_censored"": 14, ""invalidated"": 12, ""gap_invalidated"": 1}",205,weekly_completed,27.105263157894736,21,0.004182319350178765,0.07090587927568004,0.4880382775119617
79,5,-0.008122434450583027,79,"{""20"": 37, ""30"": 50, ""60"": 77}",-0.034633463848602664,support,0.023858866051188254,0,7,-0.010101500257712615,,-0.0067576635799733165,,-0.00966991801676964,,79,-0.013114197545008421,,76,2005-2009,-0.0013991217206818036,-0.003292800074377711,False,89,"{""filled"": 79, ""waiting_censored"": 3, ""invalidated"": 7}",79,weekly_completed,24.544303797468356,23,0.0014044448641084006,0.06819420568449464,0.4177215189873418
27,5,-0.00038642642378206027,27,"{""20"": 14, ""30"": 20, ""60"": 26}",-0.03292181069958855,support,0.025862962278546453,2,4,0.011555872675146794,,0.002724311519099798,,0.0044269897496449495,,27,0.014596585919595673,,27,2010-2014,0.004132348449843937,0.002437241493800757,True,34,"{""filled"": 27, ""gap_invalidated"": 1, ""waiting_censored"": 4, ""invalidated"": 2}",30,weekly_completed,23.555555555555557,19,0.005191103286278254,0.05535569462217549,0.5555555555555556
25,5,0.0009662918532746811,25,"{""20"": 11, ""30"": 14, ""60"": 19}",-0.023907731538053367,support,0.027176352920045943,2,7,0.008336222985939945,,0.0039179113241836205,,-0.004480654764706937,,25,-0.01788606579589791,,25,2015-2019,0.024652905602103717,0.000833472077247821,True,28,"{""filled"": 25, ""waiting_censored"": 3}",23,weekly_completed,35.44,23,0.02482528612314172,0.08335406634563947,0.52
78,5,-0.002818416602472784,78,"{""20"": 40, ""30"": 54, ""60"": 67}",-0.03444576165845964,support,0.03423662211345324,2,14,-0.0113821980624636,,0.003637311200774429,,0.0044827977623089765,,78,0.0028015068921367625,,70,2020-2025,-0.0019611407309476693,0.0015778124019210082,False,85,"{""filled"": 78, ""waiting_censored"": 4, ""invalidated"": 3}",73,weekly_completed,28.256410256410255,20.0,-0.011698474808248593,0.07778819119025315,0.5256410256410257
209,10,-0.008583262411181791,209,"{""20"": 102, ""30"": 138, ""60"": 189}",-0.04297385518393182,support,0.04546624196952198,6,32,0.00026631340732796716,"[-0.016856299402620012, 0.010127524724505177]",0.0036191282391830892,"[-0.004161546456406484, 0.012620064171006251]",-0.004480654764706937,"[-0.014192873836542663, 0.0009254625042355302]",209,-0.0044677429667315804,"[-0.01718652525729336, 0.004988007111795756]",194,all,0.00470938904065761,0.001325573912550837,False,236,"{""filled"": 209, ""waiting_censored"": 14, ""invalidated"": 12, ""gap_invalidated"": 1}",205,weekly_completed,27.105263157894736,21,0.004182319350178765,0.07090587927568004,0.5023923444976076
79,10,-0.012716973862924918,79,"{""20"": 37, ""30"": 50, ""60"": 77}",-0.05454194770729692,support,0.03917570906023404,0,7,-0.016856299402620012,,-0.006049332356943826,,-0.003937648336448829,,79,-0.00898682955359642,,76,2005-2009,-0.010343273534359357,-0.007747113670614758,False,89,"{""filled"": 79, ""waiting_censored"": 3, ""invalidated"": 7}",79,weekly_completed,24.544303797468356,23,0.0014044448641084006,0.06819420568449464,0.4177215189873418
27,10,0.018480340429591013,27,"{""20"": 14, ""30"": 20, ""60"": 26}",-0.03393138061800005,support,0.05562635960717954,2,4,0.017300829413698038,,0.015786839148703824,,0.0044269897496449495,,27,0.004947679032212937,,27,2010-2014,0.01142109542756308,0.007925655806963139,True,34,"{""filled"": 27, ""gap_invalidated"": 1, ""waiting_censored"": 4, ""invalidated"": 2}",30,weekly_completed,23.555555555555557,19,0.005191103286278254,0.05535569462217549,0.5925925925925926
25,10,-0.007373531395380106,25,"{""20"": 11, ""30"": 14, ""60"": 19}",-0.03053163082554955,support,0.04459246396039629,2,7,0.00026631340732796716,,0.0014331877016701133,,-0.022503295729465744,,25,-0.01718652525729336,,25,2015-2019,0.04659367667695184,0.0047095761381474865,True,28,"{""filled"": 25, ""waiting_censored"": 3}",23,weekly_completed,35.44,23,0.02482528612314172,0.08335406634563947,0.52
78,10,-0.002332660888206717,78,"{""20"": 40, ""30"": 54, ""60"": 67}",-0.042864168827300486,support,0.0546244945421126,2,14,0.010165072476541637,,0.012594492081016317,,-0.00829696738710084,,78,0.016726154321439646,,70,2020-2025,0.004207300323638852,0.010722137590026382,False,85,"{""filled"": 78, ""waiting_censored"": 4, ""invalidated"": 3}",73,weekly_completed,28.256410256410255,20.0,-0.011698474808248593,0.07778819119025315,0.5512820512820513
209,20,0.0013789729602007306,209,"{""20"": 102, ""30"": 138, ""60"": 189}",-0.06089773529860454,support,0.06481789868190835,6,32,-0.0020488363873438775,"[-0.022661733748599366, 0.0063332347829409]",-0.002374934492719083,"[-0.018736158772594824, 0.00568783391169525]",-0.0004989768777730053,"[-0.016388686962162002, 0.011573756170279115]",209,-0.005037762771670229,"[-0.019296144282740624, 0.011138098235101479]",194,all,0.010495597710301247,0.004717315449949133,False,236,"{""filled"": 209, ""waiting_censored"": 14, ""invalidated"": 12, ""gap_invalidated"": 1}",205,weekly_completed,27.105263157894736,21,0.004182319350178765,0.07090587927568004,0.5454545454545454
79,20,-0.020522399633429722,79,"{""20"": 37, ""30"": 50, ""60"": 77}",-0.08021477018920975,support,0.05332976169131043,0,7,-0.036977359136582066,,-0.026232736552976088,,-0.011079183778058388,,79,-0.0260575680255406,,76,2005-2009,-0.02845034150171319,-0.02499830494368993,False,89,"{""filled"": 79, ""waiting_censored"": 3, ""invalidated"": 7}",79,weekly_completed,24.544303797468356,23,0.0014044448641084006,0.06819420568449464,0.4430379746835443
